node_type,pos_x,pos_y,vx,vy,p,t
4.0,0.0,0.016084056347608566,0.11836661398410797,0.0,0.17507962882518768,2.880000114440918
4.0,0.0,0.007769923657178879,0.058387696743011475,0.0,0.17501071095466614,2.880000114440918
0.0,0.015860237181186676,0.014949623495340347,0.1102963387966156,5.581272853305563e-05,0.17483201622962952,2.880000114440918
4.0,0.0,0.029463903978466988,0.20946727693080902,0.0,0.17502959072589874,2.880000114440918
0.0,0.018849896267056465,0.029335245490074158,0.20878122746944427,-0.00011553388321772218,0.17459772527217865,2.880000114440918
4.0,0.0,0.05132406949996948,0.34391677379608154,0.0,0.17395555973052979,2.880000114440918
0.0,0.020838534459471703,0.048348598182201385,0.32531315088272095,-0.0005563366576097906,0.17517082393169403,2.880000114440918
4.0,0.0,0.08224887400865555,0.5036214590072632,0.0,0.1751251369714737,2.880000114440918
0.0,0.02321639657020569,0.07421820610761642,0.46550777554512024,-0.001541276229545474,0.1744229942560196,2.880000114440918
4.0,0.0,0.11317367851734161,0.6275927424430847,0.0,0.17293092608451843,2.880000114440918
0.0,0.027515754103660583,0.10937342792749405,0.6122258305549622,-0.0003060603339690715,0.17717063426971436,2.880000114440918
4.0,0.0,0.39395299553871155,0.11810502409934998,0.0,0.1540258377790451,2.880000114440918
0.0,0.01523708738386631,0.39589136838912964,0.10423152148723602,0.0002445976424496621,0.15437132120132446,2.880000114440918
4.0,0.0,0.4020918607711792,0.05940600112080574,0.0,0.1543194204568863,2.880000114440918
0.0,0.027294347062706947,0.14881113171577454,0.7246569395065308,-0.00014711622497998178,0.1748991757631302,2.880000114440918
4.0,0.0,0.15869992971420288,0.7450739741325378,0.0,0.1751248836517334,2.880000114440918
4.0,0.0,0.3785041570663452,0.2227173149585724,0.0,0.15395736694335938,2.880000114440918
0.0,0.01889314502477646,0.3843556046485901,0.18420004844665527,0.0009072626708075404,0.15418218076229095,2.880000114440918
0.0,0.0276630949229002,0.1871464103460312,0.7716746926307678,-5.8586847444530576e-05,0.1768530011177063,2.880000114440918
4.0,0.0,0.20393520593643188,0.7851019501686096,0.0,0.1722027063369751,2.880000114440918
4.0,0.0,0.35895007848739624,0.34234124422073364,0.0,0.1536577194929123,2.880000114440918
0.0,0.020341906696558,0.3639349639415741,0.3134022057056427,0.00203152047470212,0.1546151041984558,2.880000114440918
0.0,0.028085166588425636,0.2242465615272522,0.7733469009399414,0.008442787453532219,0.17223572731018066,2.880000114440918
4.0,0.0,0.24843336641788483,0.7498798370361328,0.0,0.1640906035900116,2.880000114440918
0.0,0.02854251116514206,0.26467880606651306,0.714451014995575,0.0109305614605546,0.16489462554454803,2.880000114440918
4.0,0.0,0.29588720202445984,0.6307983994483948,0.0,0.15662726759910583,2.880000114440918
0.0,0.02444342151284218,0.3048309087753296,0.5982896685600281,0.006851717364042997,0.15941199660301208,2.880000114440918
4.0,0.0,0.33064451813697815,0.4901943802833557,0.0,0.154747873544693,2.880000114440918
0.0,0.02209404669702053,0.338589608669281,0.45114919543266296,0.0043823132291436195,0.15565457940101624,2.880000114440918
5.0,1.600000023841858,0.015869295224547386,0.12786991894245148,-0.02334790863096714,0.002140651224181056,2.880000114440918
0.0,1.587446928024292,0.015063921920955181,0.1143210157752037,0.0012695518089458346,-0.0009654152090661228,2.880000114440918
5.0,1.600000023841858,0.00784387905150652,0.06566721946001053,-0.010619308799505234,0.006145375780761242,2.880000114440918
5.0,1.600000023841858,0.030078524723649025,0.23598721623420715,-0.025718796998262405,-0.0007806742214597762,2.880000114440918
0.0,1.5849324464797974,0.02550392411649227,0.19759632647037506,0.00567636638879776,-0.0013292912626639009,2.880000114440918
5.0,1.600000023841858,0.05154915153980255,0.3662874102592468,-0.015300176106393337,-0.001515062409453094,2.880000114440918
0.0,1.5806982517242432,0.04261637479066849,0.3196410536766052,0.0056987241841852665,-0.0004889756091870368,2.880000114440918
5.0,1.600000023841858,0.0806649774312973,0.49925315380096436,-0.009712932631373405,-0.00019854320271406323,2.880000114440918
0.0,1.576871395111084,0.07162494212388992,0.4627459943294525,0.006557258311659098,-0.00021395385556388646,2.880000114440918
0.0,1.575791597366333,0.10110007226467133,0.5473799705505371,0.0007452176068909466,0.0007475095917470753,2.880000114440918
5.0,1.600000023841858,0.11947166174650192,0.5768063068389893,-0.0028880347963422537,0.00021002253924962133,2.880000114440918
0.0,1.5693527460098267,0.1435893177986145,0.6032333374023438,-0.0024581807665526867,0.0011755884625017643,2.880000114440918
5.0,1.600000023841858,0.16537778079509735,0.6343264579772949,-0.00811121053993702,0.0011771362042054534,2.880000114440918
0.0,1.5694515705108643,0.18166060745716095,0.6488295197486877,-0.011427409946918488,0.0014067458687350154,2.880000114440918
5.0,1.600000023841858,0.20450687408447266,0.6941746473312378,-0.020220911130309105,-0.0008822997333481908,2.880000114440918
0.0,1.5700812339782715,0.2270236760377884,0.7217150926589966,-0.01640838012099266,0.00040432787500321865,2.880000114440918
5.0,1.600000023841858,0.2503429055213928,0.7281495332717896,-0.012568916194140911,0.0034695675130933523,2.880000114440918
0.0,1.5706969499588013,0.2714848816394806,0.7285298705101013,-0.01128029078245163,0.00247893575578928,2.880000114440918
5.0,1.600000023841858,0.2967527210712433,0.7186710834503174,-0.0066756075248122215,0.001020026858896017,2.880000114440918
0.0,1.5741941928863525,0.3099548816680908,0.7011422514915466,-0.008740813471376896,-0.00013976820628158748,2.880000114440918
5.0,1.600000023841858,0.33326759934425354,0.6184422969818115,0.008387692272663116,-0.0013391044922173023,2.880000114440918
5.0,1.600000023841858,0.3593366742134094,0.43235599994659424,0.014393470250070095,-0.0021731082815676928,2.880000114440918
0.0,1.5774716138839722,0.3393554091453552,0.5781514644622803,-0.012201298959553242,0.0006618204643018544,2.880000114440918
5.0,1.600000023841858,0.381265789270401,0.2549852430820465,0.023573946207761765,-0.0018382308771833777,2.880000114440918
0.0,1.581943154335022,0.36559900641441345,0.3865707516670227,-0.010517461225390434,-0.00102530000731349,2.880000114440918
5.0,1.600000023841858,0.39442670345306396,0.14146263897418976,0.02280595898628235,0.0026950740721076727,2.880000114440918
0.0,1.582865834236145,0.38364511728286743,0.234724760055542,-0.009822157211601734,-0.002055055694654584,2.880000114440918
5.0,1.600000023841858,0.40235257148742676,0.07112091779708862,0.011506365612149239,0.006437861360609531,2.880000114440918
0.0,1.586161494255066,0.39506804943084717,0.1288427710533142,-0.0035376863088458776,-0.0015841504791751504,2.880000114440918
0.0,0.018390804529190063,0.007769923657178879,0.05825388431549072,1.6603093172307126e-05,0.1747441291809082,2.880000114440918
0.0,0.02839217707514763,0.017259685322642326,0.12660318613052368,4.169349267613143e-05,0.17429545521736145,2.880000114440918
0.0,0.03678160905838013,0.00806162878870964,0.06042589247226715,-1.2132225037930766e-06,0.17420737445354462,2.880000114440918
0.0,0.04498444125056267,0.017413431778550148,0.12772755324840546,-0.00037449528463184834,0.17393983900547028,2.880000114440918
0.0,0.05517241358757019,0.008354540914297104,0.06289099901914597,-0.00010254122753394768,0.17368772625923157,2.880000114440918
0.0,0.03744236379861832,0.027330275624990463,0.19505491852760315,0.0001660517737036571,0.1743588000535965,2.880000114440918
0.0,0.03882548213005066,0.04261471703648567,0.2924064099788666,-0.0001151268879766576,0.17384792864322662,2.880000114440918
0.0,0.06290670484304428,0.017815425992012024,0.13124090433120728,-0.0005133009981364012,0.17332974076271057,2.880000114440918
0.0,0.07356321811676025,0.008608900010585785,0.0654190331697464,-0.00014867194113321602,0.17315620183944702,2.880000114440918
0.0,0.05290251597762108,0.029849708080291748,0.21187981963157654,-0.0008566949400119483,0.17388968169689178,2.880000114440918
0.0,0.08006192743778229,0.016885744407773018,0.12594830989837646,-0.0009224525419995189,0.17281638085842133,2.880000114440918
0.0,0.09195402264595032,0.008795962668955326,0.06764060258865356,-0.0002655087737366557,0.1723964661359787,2.880000114440918
0.0,0.018390804529190063,0.4020918607711792,0.05947715416550636,6.877106352476403e-05,0.15420588850975037,2.880000114440918
